page_name,page_id,feed__data__created_time,feed__data__message,feed__data__id,feed__data__shares__count,feed_data_likes,feed_data_comments
Airbnb,324826532457,2018-04-03T18:38:39+0000,"Hej, jag har hyrt ett boände som hyresvärden inte kunde lämna ut nyckeln till sin lägenhet utan ville att vi skulle stå ute i minusgrader med en 9 månader bebis och vänta på hemtjänsten som eventuellt skulle komma till någon annan i huset som kunde släppa in oss, vi valde att ta in på hotell och gå till lägenheten dagen efter, när vi kommer dit ser ser det ut som en svinstia, ungkarls städa,  vidrigt, när vi då meddelar att vi inte kommer bo där och skickar bilder till värden får vi till svar, ok,  nu kommer de stora problemet, det verkar tydligen vara helt ok att göra som man vi på den här sidan,  FÖR NI VÄGRAR BETALA TILLBAKA HELA MIN SUMMA PENGAR!!!!  de är inte tillräckligt skitigt för jag ska få tillbaka alla mina pengar, det är tydligen ok att skriva på sidan att man har flexibel utlämning av nycklar,  stämmer att det är flexibel för värden att lämna ut så vi kommer in dagen efter, då är frågan hur ska jag få tillbaka mina pengar!!!! När man bara får till svar från kundtjänst, jag förstår ditt problem,!!!!!",324826532457_10156358703877458,54,22,7
Airbnb,324826532457,2018-04-03T17:47:52+0000,"AirBnb. Below is an illegal listing. This condo is owned by me and my renter is illegally sub renting it on Air Bnb. Please do the right thing and stop this practice. This is just badd for everyone people renting and hosts.\nPlease take the listing down and take appropriate action. I am willing to prove with papers.\n\n",324826532457_10156358592892458,54,1504,272
Airbnb,324826532457,2018-04-03T17:41:19+0000,"You offerd me 36€ more if you find a new home ... I paid total.\ninstead of 444€, I was suposed to pay 48€",324826532457_10156358579762458,343,28,87
Airbnb,324826532457,2018-04-03T17:39:31+0000,"Your trip research starts now.",324826532457_4969386787581,22,1504,9
Airbnb,324826532457,2018-04-03T17:28:04+0000,"Just "your reservation was cancelled""\nThankfully we have booking.com\nNever again"",324826532457_10156358556392458,1504,28,205
Airbnb,324826532457,2018-04-03T17:02:33+0000,"I booked through the AirBNB app and somehow my account was flagged "accidentally"" fake. Cancelled my confirmed/paid reservation without notice or any follow up. Now all lodging in the area is $200 to $300 more per night. \n\nAnd I'm still locked out of my account."",324826532457_10156358511972458,28,87,82
Airbnb,324826532457,2018-04-03T15:55:28+0000,"Be prepared to have a plan "B"" if you book through Airbnb.  Our trip was canceled by the host just 10 days before our trip.  They were renting their home illegally and apparently Airbnb does not check this out.  We get our money back in 5-15 business days. All you get for your ruined vacation is an apology.  Maybe hosts need to post a bond and if they ruin your vacation they pay damages in the amount of the trip."",324826532457_10156358373052458,3365,194,1994
Airbnb,324826532457,2018-04-03T15:54:52+0000,"We booked a condo which advertised  water park, lazy river, and multiple pools in Myrtle Beach. My 3 and 6 year were ecstatic for  the water park!\nAfter a 12 hour drive to get here we unloaded and headed to the water park. \nSadly, we were denied... not only were the girls tired from the long drive but now they were heart broken. \nWe rented 5 days here, and every morning we wake up and look at the water park from our balcony, which er can not access. \nWe've tried to buy passes but they're not for sale. \nThe best the management company would offer is 15% off our stay. The ONLY reason we booked this was because of the water park included in the rental. It was clearly stated multiple times. \nYou won't ruin our fun, but just left us very disappointed!!",324826532457_10156358372512458,3068,12,780
Airbnb,324826532457,2018-04-03T14:56:59+0000,"Help, I really need to book a place, and was really concerned when no one wrote me back for a couple days. When I click on the messages I sent, it says: Jodie is temporarily unavailable until they complete our account verification process. This is a standard procedure that helps us maintain a positive experience within the Airbnb community. The thing is - my account is verified! Everything looks good. I am stuck in limbo though, and no one from Airbnb has helped me yet. Please unlock my account :) Thank you!",324826532457_10156358254507458,1942,253,30
Airbnb,324826532457,2018-04-03T14:44:30+0000,"WHY CAN'T I CHANGE MY EMAIL ADDRESS ON MY ACCOUNT? I have tried all kinds of ways. Called customer service and she tried all kinds of ways. Tried resetting my password but can't because the link goes to my old work account. This is awful.",324826532457_10156358229237458,17,99,20
Airbnb,324826532457,2018-04-03T14:42:12+0000,"Hi-am supposed to pay for balance of trip today and aibnb says they will do it on auto pay with cc on file.Problem is I lost card and had it replaced.I entered new card a week or so ago as default and was sent confirming email.But the recent email over the weekend referenced the old cc and not new one.I must use new one.",324826532457_10156358224022458,53,25,53
Airbnb,324826532457,2018-04-03T14:18:17+0000,"Hi, Airbnb has the worst customer sevice. They deactivated my account with no explanation after asking for a copy of my drivers license. Which is a bit fishy... then after calling several times they kept promising that someone from the Trust and Safety department will call me and no one does. I’m not sure how to feel about. This company feels it’s ok to pick and chose who they allow to use their services by simply looking at a photo. I wonder what is the bottom factor was it the color of my hair, eyes, or skin?? Yeah I will get my attorney involved.",324826532457_10156358166577458,1051,7,106
Airbnb,324826532457,2018-04-03T13:19:06+0000,"Don't advertise this amazing insurance if someone cannot use it without selling their first born child. This has been the most aggravating process.",324826532457_10156358065412458,162,1311,127
Airbnb,324826532457,2018-04-03T12:31:59+0000,"why in the new calendar i dont see blocked days from booking.com like before?",324826532457_10156357972307458,115,253,146
Airbnb,324826532457,2018-04-03T10:32:54+0000,"Hey guys, I've been trying to book a reservation for the past 5 days or so.  It won't take any of my payment methods.  Yes, I've already called the bank and they see no issues or failed attempts on their end.  And yes, I've used the same payment methods to buy gas, groceries, t-shirts online, and etc... so no issue there.\n\nI've tried to reach you guys several times.  Anyone here to help?",324826532457_10156357745247458,194,7,13
Airbnb,324826532457,2018-04-03T08:15:51+0000,"Has anyone else found evidence of your own review being edited or suppressed and unable to view? I left a bad review with many details to illustrate my point and find they have been dropped. Two or three details left in while 6 others edited out. Not acceptable.  Response from owner was spun to appear as though my issues were with customer service issues and cold weather and without these details makes my opinion just look crabby rather than factual.  What I wrote does not violate any printed airbnb policy listed for reviews.  I am disturbed by what appears to be self interested editing and misrepresented and incomplete reviews.  Consumers should be able to look at unbiased untouched reviews. Otherwise they are worthless.  Also heard from someone who said their review that was negative not published at all.  I call b.s..  actually I am calling airbnb on this and next step attorney General to file complaint. If one of Facebook minders would get back to me would love to discuss your policy  on how and why reviews are edited.",324826532457_10156357502547458,12,7,23
Airbnb,324826532457,2018-04-03T05:50:07+0000,"I booked an airbnb, they listed a couch as a sofa bed!!! False advertising!!!",324826532457_10156357306562458,253,272,55
Airbnb,324826532457,2018-04-03T04:16:15+0000,"I am happy to report Airbnb took really good care of me and booked me in a better place for the same price.  They did it all within an hour of my post.  Thank you Airbnb.\n\nI'm extremely unhappy with Airbnb. I booked a 2 bedroom condo checking in April 6 and checking out April 8, 2018.   Today, April 2nd, I get a text notifying me that the host cancelled my reservation and Airbnb was offering me $39 for my inconvenience if I booked something else.  I've looked and all the places available are double the price of my cancelled reservations.   This is a complete  disaster and Airbnb has really screwed me over.",324826532457_10156357169262458,99,87,82
Airbnb,324826532457,2018-04-03T03:19:34+0000,"Customer service does not support superhosts when they have an issue. Very disappointed.",324826532457_10156357101797458,25,9,121
Airbnb,324826532457,2018-04-03T01:22:08+0000,"I cant get anyone on the phone...what is going on airbnb?",324826532457_10156356894317458,7,205,81
Airbnb,324826532457,2018-04-03T00:12:29+0000,"Airbnb Airbnb HQ Toronto Airbnb We had booked a place from April 1 to May 5 and we had very very bad experience. On the check-in day the host messaged us saying she has an emergency and that we need to delay for a day. After taking assurance from her that next day we will get the place, we agreed. We have messaged Airbnb from the time we received the first message but there is no response. When we reached the place today it seems that the location is not an Airbnb place at all and turned out to be fake. We have a lot of lugguage and we were literally stranded. I am messaging Airbnb but there is no response. Please help.",324826532457_10156356774447458,1311,82,74
Airbnb,324826532457,2018-04-02T23:19:20+0000,"Peace, is there any info on how I can host an Airbnb concert?",324826532457_10156356688747458,253,1994,42
Airbnb,324826532457,2018-04-02T22:10:28+0000,"Having serious problems with getting my payouts, AGAIN!\nWhat is going on there, are you growing to fast are you under staffed? Some of us really rely on our little extra income and for this to be the third time this has happened to me is much more than annoying",324826532457_10156356562337458,7,780,40
Airbnb,324826532457,2018-04-02T21:34:41+0000,"Always Improving. #ElkinsElite #DallasTexas Book with Us: https://www.airbnb.com/users/10901678/listings",324826532457_10156356500192458,7,30,22
Airbnb,324826532457,2018-04-02T21:23:59+0000,"Help, I'm locked out of my account!\n\nI tried to log in to update my information, and it said it didn't recognize my device (although my computer is the same one I've always used). It wanted to verify through my phone...the phone number I logged in to change, because I no longer have it. I tried to verify my other information, but it asked for the expiration date of a credit card that I haven't had since 2015! I can't even contact your help department without being logged in, and I can't log in! I don't want to start a new account and lose the reviews on the old one!",324826532457_10156356479377458,272,20,78
Airbnb,324826532457,2018-04-02T21:09:45+0000,"Very disappointed by my recent Airbnb experience.  Had major septic issues with no working toilets or showers for first night of our visit. Had to leave the cabin and relocate the entire group and Airbnb (after seven hours of searching) could only help me find lodging for me and group for 2 nights of our remaining 4 night trip.  We were given no credit for our final 4th night that we paid for at the original place.  The entire first night of our stay and following day we had nowhere to shower or use the restroom, what a nightmare! Will not be using Airbnb for future trips.",324826532457_10156356452332458,87,53,40
Airbnb,324826532457,2018-04-02T20:50:30+0000,"Hey, Airbnb you told me you'd give me 50% of my money back if I ended my charge back case. I ended my charge back and then you told me the offer you had made had expired. I think now you should refund me 100% of my money for being so sneaky and dishonest.",324826532457_10156356418822458,9,106,48
Airbnb,324826532457,2018-04-02T20:21:40+0000,"Airbnb, I just thought I would leave a comment. You were a breath of fresh air. You weren't commercialized like the competitors and allowed normal families to have a fun, safe, and clean place to stay when traveling. Now, there is a hefty service and cleaning fee. It just doubled a listing if staying one night and made it much more expensive to stay for 2-3 days. I'm am so sad. I'm okay paying a small fee, but it just made airbnb a luxury instead of a great option for families and couples. Sadly, our family can no longer afford to use you and must stay in a hotel that we were trying to avoid. I'm so sad. I hope that you will realize when you could be and go back to the way you used to be. You will be missed. -Sincerely, My entire family",324826532457_10156356369087458,205,127,4357
Airbnb,324826532457,2018-04-02T20:06:12+0000,"Hi, has your customer service person died?",324826532457_10156356337462458,1994,13,33
Airbnb,324826532457,2018-04-02T19:26:05+0000,"I have been trying to call you guys on the phone and there isn't a phone number that I can get a hold of a human being. I literally spent 1 hr on the phone waiting for someone and I had to hang up. You guys  are thieves, and a bunch of con-artists. I made a reservation and the guy never got in touch with me. I asked for my refund and this was almost three weeks ago and I haven't received my money back. Can I please get a freaking phone number so I can call and get my money back? I would never, never recommend this company to anyone. You guys are the biggest scam I ever faced in my life. I will report you guys to the BBB.",324826532457_10156356247142458,780,23,137
Airbnb,324826532457,2018-04-02T18:21:08+0000,"Your website is very incompetent for hosts! Cannot find my listing # to get a permit. And...my house is NOT listed!",324826532457_10156356108222458,30,55,57
Airbnb,324826532457,2018-04-02T16:49:18+0000,"NÃO ENTENDO PORQUE MEU APLICATIVO MUDA DE ANFITRIÃO PARS PASSAGEIRO. Já vi isso duas vezes e hoje novamente...",324826532457_10156355876197458,20,82,64
Airbnb,324826532457,2018-04-02T15:31:18+0000,"Air bnb promised me in writing that a review would not go live . I said are you sure you won’t forget and it won’t go . They stayed “ Elizabeth I assure you it won’t go live”. But there it is 14 days later . The women I called back from air bnb said I can see it says that but I can’t help you take it down or get a supervisor for you .” Being a super host I am very upset that I was lied to in writing . Any suggestions ?",324826532457_10156355676592458,53,121,128
Airbnb,324826532457,2018-04-02T15:11:34+0000,"My husband and I have been AirBNB fans from the beginning. Recently we had a few mishaps with booking for a trip to Stowe Vt. We booked about 5 months in advance, and had the owner cancel on us  with only a month until our trip. A call to AirBNB yielded no help, other than “check your email for comparable locations” – they were not even close to comparable. We rebooked with another person, and lo and behold she canceled on us too. She even had the gall to try to get us to cancel for her, so she didn’t pay a fee, which would have cost us a fee. By this time there was such limited availability We ended up booking at a place that was subpar, and more expensive than if we would have just booked through the Stowe resort instead of AirBNB - and the resort would have stood by our booking. We are now very unlikely to use AirBNB again – especially with how dismissive the staff on the phone were when I called back to say we were canceled on AGAIN – and we will be telling the story to all of our friends and family to warn them that it is not very secure to use AirBNB, and that they do not stand behind their customers booking units, only those who rent them out. We ended up out $200 and in a lousy location.\n\nI posted this hear as your contact page isn’t working - again",324826532457_10156355632532458,106,81,36
Airbnb,324826532457,2018-04-02T14:55:37+0000,"WHAT HAPPEN??? I USED THIS ACCOUNT FOR TRAVELLING SOME TIMES. WHEN SOMEONE SHOULD CONTACT WITH ME VIA EMAIL??? >.<",324826532457_10156355617512458,127,74,123
Airbnb,324826532457,2018-04-02T12:35:58+0000,"Hi! After years of great Airbnb experiences, we've just had our first truly awful one and are hoping you can help make it better.  Here's the story: \n\nOn Friday afternoon we arrived at our place in Old Montreal, dropped our bags and left to the explore the city. It looked a bit grimy but we figured we could live with it. However, when we got home at night, we realized that our blanket was dirty and smelled of body odour and meat sweat. We checked Airbnb's policy and it says you have 24 hours to lodge a complaint - it was late and we have a child who needed to sleep, so we decided to suck it up and deal with it in the morning. The next morning we messaged our host - in addition to the dirty blanket, we had only received 2 towels and 2 pillows instead of 3. Because we had to replace the dirty linens with the only spare blanket, we didn't have enough bedding to make up the promised spare mattress, so were reduced to 1 bed for the whole family, instead of the 2 we expected. \n\nOur host got back to us and admitted he had a new assistant and that she didn't know she had to wash the blankets- at that point we figured we'd get our money back and be able to leave because the host has acknowledged that the amenities we paid for have not been provided, ie clean linens and two beds. But when we asked Airbnb for a refund on the phone, we were treated quite rudely (PM me and I'll tell you the name of the agent we spoke with). There's a lot more to this story, but the essence is this: our host admitted that the blankets were dirty, and Airbnb refused to give us a full refund (we got a 50% refund on the first night, but still have to pay the cleaning fee, taxes, booking fee, etc. We wanted to leave, but the Airbnb customer service agent told us we could leave but would have to pay the cancellation fee, which is full price for the remaining night and that the owner had fixed the problem by sending an assistant to clean the blanket and give us an extra towel and pillow, even though the assistant didn’t clean anything else). I sent these pictures to your customer service department and the agent said I must be overly anxious and have high cleaning standards.  So we stayed a second night in this filthy apartment. Is this really the standard of hygiene that Airbnb supports? I've posted these pictures on my personal Facebook page (and tagged Airbnb) and nearly everyone there says a full refund is the only appropriate response, and that we definitely should've been able to cancel the second night without penalty.",324826532457_10156355588442458,146,42,32
Airbnb,324826532457,2018-04-02T07:25:10+0000,"It has now been 2 weeks since there is a lock on my account. I do not understand why the Trust & Safety team has not got back to me. An Airbnb support member messaged me asking for details. After I followed up with the details, they decided not to respond to me and closed the case. I have been an Airbnb host for almost 2 years now and I have never had this much difficulty with Airbnb support. I have been calling Airbnb support night and day. I have been losing sleep over this issue. Is the Airbnb Trust and Safety team being over-worked so much that they still can not get back to me after 2 weeks? Every single support member I've talked to has absolutely no idea what is going on. \nBy the way that phone call at the top was just 1 of the many, many phone calls with Airbnb 'support'. I would not consider them any support at all.",324826532457_10156355310802458,13,40,12
Airbnb,324826532457,2018-04-02T07:22:40+0000,"Piedmont Area in Oakland, California in August?",324826532457_10156354736262458,23,22,64
Airbnb,324826532457,2018-04-02T06:56:16+0000,"We are looking for something in the Piedmont Area of Oakland, California in August.",324826532457_10156354733587458,55,78,1506
Airbnb,324826532457,2018-04-02T06:51:03+0000,"hi .. looking for room on rent(monthly) in north york or richmond hill ... thnx",324826532457_10156354703017458,82,40,403
Airbnb,324826532457,2018-04-02T02:50:09+0000,"Is there a way to reach Airbnb customer service by email?\nI went to your help center on web and its pathetic to say the least. There is no way to contact you people either by phone or email.",324826532457_10156354699152458,121,48,18
Airbnb,324826532457,2018-04-02T02:38:47+0000,"So I booked an Airbnb in Denver for 4-19. Little did I know that hosts could cancel at any time with no explanation and no recourse. So less than three weeks before I’m supposed to be in Denver, I have no place to stay. My orjongal\nPlace was downtown, customer service’s solution was to stay way out or pay twice of much for something downtown. This isn’t worth the stress",324826532457_10156354425837458,81,23,234
Airbnb,324826532457,2018-04-02T02:04:17+0000,"In late February, 2018, we had a bad experience with a \nhost/management company that we found through Airbnb, with the host cancelling our reservation 3 days before our intended arrival.  We were having difficulty finding a new place to fit our needs and budget with very short notice.  Airbnb associates came through and provided us with excellent customer service and assistance and professionalism - the opposite we can say for the management company!  Thank you Airbnb for saving our trip to Frisco, Colorado!",324826532457_10156354406672458,74,33,105
Airbnb,324826532457,2018-04-02T00:56:11+0000,"The weather is great here in La Joya where you, your family and friends should make plans to come during Soring break taking advantage of relaxing while enjoying the beautiful scenery, fresh air, picturesque mountains and beaches all within a short drive.  We are ready and wSiting for you!!!!  Bienvenidas!!!\nhttps://www.facebook.com/Gorious-Villa-in-Southern-Spain-1221474311321407/",324826532457_10156354239552458,40,137,17
Airbnb,324826532457,2018-04-02T00:32:52+0000,"Gorgeous lakefront property in Indio, California, only miles away from Coachella fest!  Click on the link below to view more pictures or book a night!\n",324826532457_10156354235157458,22,57,53
Airbnb,324826532457,2018-04-02T00:31:00+0000,"qui peut me sugéré des endroits en gaspésie pour cette été",324826532457_10156354198652458,78,64,115
Airbnb,324826532457,2018-04-01T23:42:11+0000,"Je cherche en gaspésie pour cette été",324826532457_10156354196032458,40,128,99
Airbnb,324826532457,2018-04-01T22:56:12+0000,"You are welcome to the Temple, temple of solution of different kinds of spell. LOVE , MONEY, PROTECTION, GOOD JOB,PROMOTION, EX BACK,WIN LOTTERY and so many more. For more text via mail,...almalikibrahim23@gmail.com",324826532457_10156354097567458,48,36,25
Airbnb,324826532457,2018-04-01T22:51:55+0000,"where do these posts go?",324826532457_10156354026922458,4357,123,1311
Airbnb,324826532457,2018-04-01T20:51:47+0000,"I just checked into my rental. The ad was totally false. The water park was one of the amenities included, you can imagine the temper tantrum when my 3 and 6 year olds were denied access. The host hasn't called me back... help???? It's cheaper to book through the resort and the water park is included, there are still vacancies and I'd like my money back!!",324826532457_10156353943497458,33,12,20
Airbnb,324826532457,2018-04-01T18:16:36+0000,"Hey Airbnb! I changed payment method yet got charged on the old credit card! Can you help me with this? Thank you!",324826532457_10156353825017458,137,64,23
Airbnb,324826532457,2018-04-01T17:11:50+0000,"Why is not possible to view accommodation details in Berlin? Your verification system requests to agree with new terms but freezed each time after the confirming the agreement. What’s wrong with you, guys?",324826532457_10156353517372458,57,1506,82
Airbnb,324826532457,2018-04-01T13:15:04+0000,"Airbnb una buena opcion ok.",324826532457_10156353376717458,64,403,121
Airbnb,324826532457,2018-04-01T12:47:34+0000,"SCAM PAGE!! STAY AWAY!!   this airnb faggs cheated me for 300kr  and the apartment was scam, dos not exsist on the adress, no replying on phone, mail or sms\n\nSTAY AWAY!",324826532457_10156352897562458,128,18,81
Airbnb,324826532457,2018-04-01T12:15:05+0000,"I've been trying to make reservations in one of your locations in Florida and  am having a great deal of difficulty doing so.  Have tried to send ID verification but can't seem to make it work.  Do you have an email address that might work better.",324826532457_10156352853907458,36,12,74
Airbnb,324826532457,2018-04-01T11:23:10+0000,"Once again extremely disappointed with Airbnb.  Had a guest tried to extort me by threatening with a bad review.  Airbnb said they would not publish it, Not only did they publish it, but they then sent me an email saying my ratings had gone down and my listing could be paused.  VERY disappointed, it appears guests can behave badly with no protection to the owners.",324826532457_10156352787012458,123,105,40
Airbnb,324826532457,2018-04-01T07:58:05+0000,"Moni nonse,\nIne ndine Mr Mohammad Gandi yemwe amalonjeza ngongole yachinsinsi omwe amapatsa moyo mwayi wokhala ndi ngongole yonse. Kodi mukufunikira ngongole yofulumira kubwezera ngongole zanu kapena mukufunikira ngongole yaikulu kuti mugwirizane ndi bizinesi yanu? Kodi mwakanidwa ndi mabanki ndi mabungwe ena azachuma? Kodi mukufunikira ndalama zogulitsa ngongole? Timabwereketsa ndalama kwa anthu omwe amafunikira thandizo lachuma, omwe ali ndi ngongole yoipa kapena omwe amafunikira ndalama kubweza ngongole ndikuyesa bizinesi pa chiwongoladzanja chochepa cha chiwongoladzanja cha 2% pazifukwa zomveka ndi zomveka. 100% yotsimikiziridwa.\n\nTumizani imelo ku: (pattersonnullloanfirm@gmail.com) kuti mugwiritse ntchito",324826532457_10156352704847458,32,22,40
Airbnb,324826532457,2018-04-01T07:32:03+0000,"Hallo almal,\nEk is mnr. Mohammad Gandi, 'n privaatlening, wat lewenslange geleenthede bied vir alle vorme van lening. Het u 'n dringende lening nodig om u skuld te betaal of het u 'n kapitaallening nodig om u besigheid te verbeter? Is jy deur banke en ander finansiële agentskappe verwerp? Het u 'n konsolidasie- of verbandlenings nodig? Ons leen geld aan mense wat finansiële hulp nodig het, wat slegte krediet het of wat geld nodig het om rekeninge te betaal en te belê in besigheid teen 'n lae rentekoers van 2% op duidelike en verstaanbare terme en voorwaardes. 100% gewaarborg.\n\nStuur vir ons 'n e-pos aan: (pattersonnullloanfirm@gmail.com) om aansoek te doen",324826532457_10156352358547458,12,17,48
Airbnb,324826532457,2018-04-01T03:16:40+0000,"ask lang namin ung kay randys bantayan island grill & chill resort, the offered room was airconditioned room was included based on stated amenities but then the host informed us that airconditioned room will cost another fee",324826532457_10156352258102458,64,53,4357
Airbnb,324826532457,2018-04-01T00:54:33+0000,"Live Music. Airbnb. Perfect. #DallasTexas #dallaslivemusic #Airbnb #ElkinsElite Book Here: https://www.airbnb.com/users/10901678/listings",324826532457_10156352002297458,1506,115,33
Airbnb,324826532457,2018-04-01T00:47:56+0000,"Hi: how does a person become part of airbnb to host a house in Puerto Rico? Also, how to do a check in from far away? Thank you.",324826532457_10156351755752458,403,99,137
Airbnb,324826532457,2018-03-31T22:44:29+0000,"Hey guys, I am a host in Southern California and I'm just putting this out there for anyone that needs help with paying taxes on Airbnb income. I used a company called Shared Economy CPA that treated me very well and I highly recommend (as far as I know, they do Airbnb taxes for all 50 states). feel free to message if you have any questions that I could help out with!\n",324826532457_10156351744332458,18,25,44
Airbnb,324826532457,2018-03-31T22:15:12+0000,"Hola, estoy buscando un apartamento en el centro de Barcelona, limpio, bien ubicado con un presupuesto máximo de 500 Euros por 4 noches, gracias",324826532457_10156351556127458,4106,1311,105
Airbnb,324826532457,2018-03-31T21:58:24+0000,"Le printemps à Montréal ? Grande maison (4 ch, 2sdb, jardin) Dispo 23 mai au 21 juin (dates en été , nous contacter) ",324826532457_10156351510652458,105,7,22
Airbnb,324826532457,2018-03-31T21:54:34+0000,"Airbnb Allie and Sean still haven't updated their listing so that it's not misleading for other guests. If you've had to agree to refund me, then it means the listing truly isn't accurate. ",324826532457_10156351472977458,22,20,17
Airbnb,324826532457,2018-03-31T21:27:44+0000,"Airbnb here's the picture of the promise made by Lori for a 50% refund. Not sure why it take you over a week to keep your word.",324826532457_10156351467062458,17,23,53
Airbnb,324826532457,2018-03-31T20:41:59+0000,"How Can I Rent Out My Propertys Worldwide On Airbnb?",324826532457_10156351406392458,53,82,115
Airbnb,324826532457,2018-03-31T20:10:25+0000,"Two weeks of messages... no one has yet to respond.  hacked account, no one cares.  this company is terrible.  I will let EVERYONE KNOW about this nonsense I had to endure.  Just HORRIBLE.  EVERYONE WILL KNOW ABOUT THIS.",324826532457_10156351311227458,115,121,99
Airbnb,324826532457,2018-03-31T17:30:43+0000,"Looking for a 2 bedroom rental in or around the NW part of San Antonio, TX for the 2018 summer, while my husband takes part in a treatment for Parkinson's. Would prefer a property that allows horses. We will pay 3 months upfront, in cash whether we stay that long or not. Wanting to stay under $80 per day. I know its a tall order, but I'm asking in faith! "Seek and ye shall find""."",324826532457_10156351254342458,99,81,25
Airbnb,324826532457,2018-03-31T16:37:55+0000,"منازل للكراء في سلقطة ولاية المهدية حيث يوجد فيها كل لوازم ولأثاث المنزلي قريبة الئ البحر و الشاطئ مخصص للعائلات و المكان مريح للغاية لا يوجد فيه اي نوع من المشاكل أو الضجيج الهاتف:52809626 26248461 البقاع محدودة",324826532457_10156350889082458,25,74,1311
Airbnb,324826532457,2018-03-31T16:37:32+0000,"celeste jorge",324826532457_10156350778157458,1311,40,7
Airbnb,324826532457,2018-03-31T15:17:58+0000,"não sou Maria",324826532457_10156350777767458,7,40,20
Airbnb,324826532457,2018-03-31T14:31:32+0000,"Hello, this is very very interesting even for you. I think you have a good system but you start to playing so much with it, not good! I just got e-mail saying that people are eyeing on my location where my apart is rental on your system and offering me if we like to rent a apart there, funny, really funny. I am serious you start to playing with your web system and as a house owner and also holiday renter I don't like it, please reflect your energy somewhere else and quit playing with your web site, adding many rules etc., I have a feeling that sometimes you are forgetting who is the customer?!...Abdullah Dokur Derinsu Apart 4755847",324826532457_10156350603322458,20,48,23
Airbnb,324826532457,2018-03-31T11:06:54+0000,"élèment de décor",324826532457_10156350511172458,23,132,23
Airbnb,324826532457,2018-03-31T09:16:18+0000,"So, Air Bnb cancelled my reservation and said my refund was immediate on their part but it could take up to 15 days. If, it's immediate on their part as the payment was on my part then the funds should hit my account immediately.  15 days , is ridiculous no matter the reason. Please, refund me my money now....",324826532457_10156350180557458,82,33,121
Airbnb,324826532457,2018-03-31T08:36:27+0000,"Interesting share from local Cambria,CA. Realtor",324826532457_10156350016602458,121,137,81
